,chnm,Classification,Cmax,AC50,NAS,test_target,test_target_name,assay_component_endpoint_name
409,troglitazone,MostDILI Drugs,6.3867,12.04700797,-0.88626489,TGFB1,transforming growth factor beta,BSK_BE3C_TGFb1_down_Row63
410,disulfiram,MostDILI Drugs,5.4,8.500360407999999,-0.574140816,PLAT,tissue plasminogen activator,BSK_BE3C_tPA_down_Row40
411,troglitazone,MostDILI Drugs,6.3867,8.72952935,-0.36682940299999994,PLAT,tissue plasminogen activator,BSK_BE3C_tPA_down_Row40
412,ifosfamide,LessDILIDrugs,203.0,0.00218846,0.999989219,PLAU,urokinase,BSK_BE3C_uPA_down_Row60
413,disulfiram,MostDILI Drugs,5.4,13.51635857,-1.503029365,PLAU,urokinase,BSK_BE3C_uPA_down_Row60
414,troglitazone,MostDILI Drugs,6.3867,11.87253124,-0.8589461290000001,PLAU,urokinase,BSK_BE3C_uPA_down_Row60
415,chlorambucil,LessDILIDrugs,1.5614,6.735059335,-3.3134746610000003,PLAU,urokinase ,BSK_BE3C_uPA_down_Row60
416,disulfiram,MostDILI Drugs,5.4,14.98130451,-1.77431565,PLAUR,urokinase receptor,BSK_BE3C_uPAR_down_Row71
417,troglitazone,MostDILI Drugs,6.3867,13.95031739,-1.184276291,PLAUR,urokinase receptor,BSK_BE3C_uPAR_down_Row71
418,disulfiram,MostDILI Drugs,5.4,13.55595458,-1.5103619590000001,HLA-DR,HLA-DR,BSK_CASM3C_HLADR_down_Row497
419,ketoconazole,MostDILI Drugs,7.0,16.18161565,-1.311659379,HLA-DR,HLA-DR,BSK_CASM3C_HLADR_down_Row497
420,ibuprofen,LessDILIDrugs,250.0,3.977358875,0.984090565,IL6,IL6,BSK_CASM3C_IL6_down_Row499
421,ifosfamide,LessDILIDrugs,203.0,1.081186072,0.99467396,IL6,IL6,BSK_CASM3C_IL6_down_Row499
422,prednisone,LessDILIDrugs,0.0684,0.313815322,-3.587943304,IL6,IL6,BSK_CASM3C_IL6_down_Row499
423,griseofulvin,MostDILI Drugs,4.5356,0.438568899,0.9033052079999999,IL6,IL6,BSK_CASM3C_IL6_down_Row499
424,indomethacin,MostDILI Drugs,5.5899,0.6918101240000001,0.876239267,IL6,IL6,BSK_CASM3C_IL6_down_Row499
425,prednisone,LessDILIDrugs,0.0684,0.314202033,-3.5935969739999996,IL8,IL8,BSK_CASM3C_IL8_down_Row500
426,disulfiram,MostDILI Drugs,5.4,21.70999391,-3.020369243,IL8,IL8,BSK_CASM3C_IL8_down_Row500
427,chlorambucil,LessDILIDrugs,1.5614,7.329626333999999,-3.6942656169999997,LDLR,LDL receptor,BSK_CASM3C_LDLR_down_Row501
428,ibuprofen,LessDILIDrugs,250.0,7.636517637000001,0.969453929,LDLR,LDL receptor,BSK_CASM3C_LDLR_down_Row501
429,fenofibrate,LessDILIDrugs,4.1016,12.67983011,-2.091435077,LDLR,LDL receptor,BSK_CASM3C_LDLR_up_Row302
430,ketoconazole,MostDILI Drugs,7.0,2.682769091,0.616747273,LDLR,LDL receptor,BSK_CASM3C_LDLR_up_Row302
431,griseofulvin,MostDILI Drugs,4.5356,6.3545782939999995,-0.40104469,CCL2,chemotactic factor,BSK_CASM3C_MCP1_down_Row295
432,disulfiram,MostDILI Drugs,5.4,23.62217183,-3.374476265,CSF1,colony stimulating factor,BSK_CASM3C_MCSF_down_Row502
433,nilutamide,MostDILI Drugs,7.2504,13.89375339,-0.916274052,CSF1,colony stimulating factor,BSK_CASM3C_MCSF_down_Row502
434,ibuprofen,LessDILIDrugs,250.0,7.639219445,0.969443122,CSF1,colony stimulating factor,BSK_CASM3C_MCSF_up_Row325
435,prednisone,LessDILIDrugs,0.0684,0.01,0.85380117,CSF1,colony stimulating factor,BSK_CASM3C_MCSF_up_Row325
436,disulfiram,MostDILI Drugs,5.4,16.73602502,-2.0992638930000003,CXCL9,chemokine ligand 9,BSK_CASM3C_MIG_down_Row503
437,colchicine,AmbiDILIDrugs,0.0163,0.010315195,0.367165951,prlfrn,proliferation,BSK_CASM3C_Proliferation_down_Row26
438,chlorambucil,LessDILIDrugs,1.5614,2.542001074,-0.6280268179999999,prlfrn,proliferation,BSK_CASM3C_Proliferation_down_Row26
439,griseofulvin,MostDILI Drugs,4.5356,11.47769715,-1.53057967,prlfrn,proliferation,BSK_CASM3C_Proliferation_down_Row26
440,ketoconazole,MostDILI Drugs,7.0,12.70150854,-0.81450122,prlfrn,proliferation,BSK_CASM3C_Proliferation_down_Row26
441,sulfasalazine,MostDILI Drugs,15.0603,13.09651771,0.130394633,prlfrn,proliferation,BSK_CASM3C_Proliferation_down_Row26
442,troglitazone,MostDILI Drugs,6.3867,5.408075062999999,0.153228575,prlfrn,proliferation,BSK_CASM3C_Proliferation_down_Row26
443,disulfiram,MostDILI Drugs,5.4,10.17852549,-0.884912128,prlfrn,proliferation,BSK_CASM3C_Proliferation_down_Row26
444,nilutamide,MostDILI Drugs,7.2504,12.24731909,-0.689192195,prlfrn,proliferation,BSK_CASM3C_Proliferation_down_Row26
445,oxytetracycline,AmbiDILIDrugs,3.2578,7.513188035,-1.306215248,prlfrn,proliferation,BSK_CASM3C_Proliferation_up_Row505
446,ibuprofen,LessDILIDrugs,250.0,0.251385337,0.9989944590000001,prlfrn,proliferation,BSK_CASM3C_Proliferation_up_Row505
447,disulfiram,MostDILI Drugs,5.4,12.77048844,-1.364905267,SAA1,serum amyloid 1,BSK_CASM3C_SAA_down_Row506
448,griseofulvin,MostDILI Drugs,4.5356,2.621799254,0.421950954,srb,cytotoxicity,BSK_CASM3C_SRB_down_Row308
449,griseofulvin,MostDILI Drugs,4.5356,0.025785642,0.994314833,THBD,Thrombomodulin,BSK_CASM3C_Thrombomodulin_down_Row509
450,celecoxib,LessDILIDrugs,1.8328,0.797898385,0.564656054,THBD,thrombomodulin,BSK_CASM3C_Thrombomodulin_up_Row23
451,chlorambucil,LessDILIDrugs,1.5614,5.91941624,-2.791095325,THBD,thrombomodulin,BSK_CASM3C_Thrombomodulin_up_Row23
452,fenofibrate,LessDILIDrugs,4.1016,13.38823574,-2.2641495369999998,THBD,Thrombomodulin,BSK_CASM3C_Thrombomodulin_up_Row23
453,ibuprofen,LessDILIDrugs,250.0,17.67370741,0.92930517,THBD,Thrombomodulin,BSK_CASM3C_Thrombomodulin_up_Row23
454,lovastatin,LessDILIDrugs,0.0492,0.030805432,0.373873333,THBD,Thrombomodulin,BSK_CASM3C_Thrombomodulin_up_Row23
455,simvastatin,LessDILIDrugs,0.0824,0.189276472,-1.297044563,THBD,Thrombomodulin,BSK_CASM3C_Thrombomodulin_up_Row23
456,disulfiram,MostDILI Drugs,5.4,4.832026054,0.10518036,THBD,thrombomodulin,BSK_CASM3C_Thrombomodulin_up_Row23
457,troglitazone,MostDILI Drugs,6.3867,4.579974356,0.28288876,THBD,Thrombomodulin,BSK_CASM3C_Thrombomodulin_up_Row23
458,disulfiram,MostDILI Drugs,5.4,19.22963287,-2.5610431240000002,F3,tissue factor,BSK_CASM3C_TissueFactor_down_Row293
459,griseofulvin,MostDILI Drugs,4.5356,2.228028477,0.508768746,F3,tissue factor,BSK_CASM3C_TissueFactor_down_Row293
460,ibuprofen,LessDILIDrugs,250.0,35.51846985,0.857926121,PLAUR,urokinase receptor,BSK_CASM3C_uPAR_down_Row294
461,fenofibrate,LessDILIDrugs,4.1016,4.5814121519999995,-0.116981703,PLAUR,urokinase receptor,BSK_CASM3C_uPAR_up_Row512
462,disulfiram,MostDILI Drugs,5.4,18.92854901,-2.505286854,VCAM1,VCAM1,BSK_CASM3C_VCAM1_down_Row511
463,fenofibrate,LessDILIDrugs,4.1016,16.8136788,-3.099297542,VCAM1,VCAM1,BSK_CASM3C_VCAM1_up_Row309
464,fenofibrate,LessDILIDrugs,4.1016,11.6047947,-1.829333602,COL3A1,CollagenIII,BSK_hDFCGF_CollagenIII_down_Row58
465,ibuprofen,LessDILIDrugs,250.0,3.5092023919999997,0.98596319,COL3A1,CollagenIII,BSK_hDFCGF_CollagenIII_down_Row58
466,disulfiram,MostDILI Drugs,5.4,4.306757172,0.20245237600000002,COL3A1,CollagenIII,BSK_hDFCGF_CollagenIII_down_Row58
467,indomethacin,MostDILI Drugs,5.5899,13.26721077,-1.373425423,COL3A1,CollagenIII,BSK_hDFCGF_CollagenIII_down_Row58
468,ketoconazole,MostDILI Drugs,7.0,10.63246234,-0.5189231910000001,COL3A1,CollagenIII,BSK_hDFCGF_CollagenIII_down_Row58
469,troglitazone,MostDILI Drugs,6.3867,11.443868199999999,-0.791828049,COL3A1,CollagenIII,BSK_hDFCGF_CollagenIII_down_Row58
470,disulfiram,MostDILI Drugs,5.4,7.812875597000001,-0.44682881399999996,EGF,epidermal growth factor,BSK_hDFCGF_EGFR_down_Row29
471,griseofulvin,MostDILI Drugs,4.5356,8.142435171,-0.795227791,EGF,epidermal growth factor,BSK_hDFCGF_EGFR_down_Row29
472,ketoconazole,MostDILI Drugs,7.0,14.31646294,-1.045208991,EGF,epidermal growth factor,BSK_hDFCGF_EGFR_down_Row29
473,troglitazone,MostDILI Drugs,6.3867,6.200270603,0.029190254,EGF,epidermal growth factor,BSK_hDFCGF_EGFR_down_Row29
474,estrone,AmbiDILIDrugs,0.0218,0.033752872999999996,-0.548296927,EGF,epidermal growth factor,BSK_hDFCGF_EGFR_up_Row531
475,disulfiram,MostDILI Drugs,5.4,2.2528392569999998,0.582807545,IL8,IL8,BSK_hDFCGF_IL8_down_Row103
476,ketoconazole,MostDILI Drugs,7.0,29.06449918,-3.1520713110000003,IL8,IL8,BSK_hDFCGF_IL8_down_Row103
477,troglitazone,MostDILI Drugs,6.3867,22.27702511,-2.488033744,IL8,IL8,BSK_hDFCGF_IL8_down_Row103
478,oxytetracycline,AmbiDILIDrugs,3.2578,13.90542253,-3.268347514,CXCL10,chemotactic factor,BSK_hDFCGF_IP10_down_Row33
479,fenofibrate,LessDILIDrugs,4.1016,13.88852607,-2.3861239690000002,CXCL10,chemotactic factor,BSK_hDFCGF_IP10_down_Row33
480,disulfiram,MostDILI Drugs,5.4,1.182115053,0.781089805,CXCL10,chemotactic factor,BSK_hDFCGF_IP10_down_Row33
481,ketoconazole,MostDILI Drugs,7.0,31.60843284,-3.515490406,CXCL10,chemotactic factor,BSK_hDFCGF_IP10_down_Row33
482,troglitazone,MostDILI Drugs,6.3867,7.470179043,-0.16964614600000003,CXCL10,chemotactic factor,BSK_hDFCGF_IP10_down_Row33
483,oxytetracycline,AmbiDILIDrugs,3.2578,11.45424143,-2.515943714,CSF1,colony stimulating factor,BSK_hDFCGF_MCSF_down_Row42
484,disulfiram,MostDILI Drugs,5.4,1.104075792,0.79554152,CSF1,colony stimulating factor,BSK_hDFCGF_MCSF_down_Row42
485,ketoconazole,MostDILI Drugs,7.0,26.09464038,-2.7278057689999997,CSF1,colony stimulating factor,BSK_hDFCGF_MCSF_down_Row42
486,troglitazone,MostDILI Drugs,6.3867,8.810476957,-0.379503806,CSF1,colony stimulating factor,BSK_hDFCGF_MCSF_down_Row42
487,griseofulvin,MostDILI Drugs,4.5356,1.187340615,0.73821752,CSF1,colony stimulating factor,BSK_hDFCGF_MCSF_up_Row534
488,disulfiram,MostDILI Drugs,5.4,1.353486969,0.749354265,CXCL9,chemokine ligand 9,BSK_hDFCGF_MIG_down_Row61
489,ketoconazole,MostDILI Drugs,7.0,33.15142412,-3.7359177310000002,CXCL9,chemokine ligand 9,BSK_hDFCGF_MIG_down_Row61
490,troglitazone,MostDILI Drugs,6.3867,11.87707858,-0.85965813,CXCL9,chemokine ligand 9,BSK_hDFCGF_MIG_down_Row61
491,troglitazone,MostDILI Drugs,6.3867,20.422036,-2.197588113,MMP1,matrix metalloproteinase 1,BSK_hDFCGF_MMP1_down_Row96
492,disulfiram,MostDILI Drugs,5.4,2.088515042,0.613237955,MMP1,matrix metalloproteinase 1,BSK_hDFCGF_MMP1_down_Row96
493,fenofibrate,LessDILIDrugs,4.1016,19.54760042,-3.7658475769999997,SERPINE1,PAI1,BSK_hDFCGF_PAI1_down_Row32
494,disulfiram,MostDILI Drugs,5.4,3.1355813610000003,0.419336785,SERPINE1,PAI1,BSK_hDFCGF_PAI1_down_Row32
495,griseofulvin,MostDILI Drugs,4.5356,1.694136377,0.626480206,SERPINE1,PAI1,BSK_hDFCGF_PAI1_down_Row32
496,ketoconazole,MostDILI Drugs,7.0,26.32184986,-2.760264266,SERPINE1,PAI1,BSK_hDFCGF_PAI1_down_Row32
497,troglitazone,MostDILI Drugs,6.3867,6.764764119,-0.059195534,SERPINE1,PAI1,BSK_hDFCGF_PAI1_down_Row32
498,danazol,MostDILI Drugs,0.1092,0.205353295,-0.8805246790000001,SERPINE1,PAI1,BSK_hDFCGF_PAI1_up_Row537
499,cladribine,AmbiDILIDrugs,0.0227,0.046495861,-1.048275815,prlfrn,proliferation,BSK_hDFCGF_Proliferation_down_Row25
500,fenofibrate,LessDILIDrugs,4.1016,11.65189904,-1.8408179830000002,prlfrn,proliferation,BSK_hDFCGF_Proliferation_down_Row25
501,pyrimethamine,LessDILIDrugs,3.2889,10.62421747,-2.23032548,prlfrn,proliferation,BSK_hDFCGF_Proliferation_down_Row25
502,tetracycline,LessDILIDrugs,27.8172,18.44327516,0.33698304799999995,prlfrn,proliferation,BSK_hDFCGF_Proliferation_down_Row25
503,chlorambucil,LessDILIDrugs,1.5614,6.25619344,-3.006784578,prlfrn,proliferation,BSK_hDFCGF_Proliferation_down_Row25
504,indomethacin,MostDILI Drugs,5.5899,9.342213138,-0.671266595,prlfrn,proliferation,BSK_hDFCGF_Proliferation_down_Row25
505,ketoconazole,MostDILI Drugs,7.0,16.63437967,-1.3763399530000002,prlfrn,proliferation,BSK_hDFCGF_Proliferation_down_Row25
506,nilutamide,MostDILI Drugs,7.2504,16.841191100000003,-1.322794756,prlfrn,proliferation,BSK_hDFCGF_Proliferation_down_Row25
507,nitrofurantoin,MostDILI Drugs,6.0,13.00703386,-1.167838977,prlfrn,proliferation,BSK_hDFCGF_Proliferation_down_Row25
508,tamoxifen,MostDILI Drugs,0.1712,0.015181635,0.911322225,prlfrn,proliferation,BSK_hDFCGF_Proliferation_down_Row25
509,troglitazone,MostDILI Drugs,6.3867,5.282055383,0.17296015399999998,prlfrn,proliferation,BSK_hDFCGF_Proliferation_down_Row25
510,disulfiram,MostDILI Drugs,5.4,0.976062135,0.819247753,prlfrn,proliferation,BSK_hDFCGF_Proliferation_down_Row25
511,disulfiram,MostDILI Drugs,5.4,3.8814118630000003,0.281220025,srb,cytotoxicity,BSK_hDFCGF_SRB_down_Row73
512,ketoconazole,MostDILI Drugs,7.0,16.23645205,-1.31949315,srb,cytotoxicity,BSK_hDFCGF_SRB_down_Row73
513,troglitazone,MostDILI Drugs,6.3867,14.46441164,-1.2647707959999999,srb,cytotoxicity,BSK_hDFCGF_SRB_down_Row73
514,griseofulvin,MostDILI Drugs,4.5356,15.57447522,-2.43382909,TIMP1,TIMP1 metalloproteinase inhibitor,BSK_hDFCGF_TIMP1_down_Row51
515,ketoconazole,MostDILI Drugs,7.0,30.54990388,-3.364271983,TIMP1,TIMP1 metalloproteinase inhibitor,BSK_hDFCGF_TIMP1_down_Row51
516,troglitazone,MostDILI Drugs,6.3867,10.71956148,-0.678419447,TIMP1,TIMP1 metalloproteinase inhibitor,BSK_hDFCGF_TIMP1_down_Row51
517,disulfiram,MostDILI Drugs,5.4,1.5372741230000002,0.7153196070000001,TIMP1,TIMP1 metalloproteinase inhibitor ,BSK_hDFCGF_TIMP1_down_Row51
518,disulfiram,MostDILI Drugs,5.4,1.036642647,0.8080291390000001,VCAM1,VCAM1,BSK_hDFCGF_VCAM1_down_Row41
519,ketoconazole,MostDILI Drugs,7.0,28.93718179,-3.133883113,VCAM1,VCAM1,BSK_hDFCGF_VCAM1_down_Row41
520,troglitazone,MostDILI Drugs,6.3867,8.783011756,-0.375203432,VCAM1,VCAM1,BSK_hDFCGF_VCAM1_down_Row41
521,disulfiram,MostDILI Drugs,5.4,11.57918201,-1.144292965,ICAM1,ICAM1,BSK_KF3CT_ICAM1_down_Row53
522,troglitazone,MostDILI Drugs,6.3867,10.80784047,-0.692241763,ICAM1,ICAM1,BSK_KF3CT_ICAM1_down_Row53
523,oxytetracycline,AmbiDILIDrugs,3.2578,2.649986807,0.186571672,IL1a,IL1a,BSK_KF3CT_IL1a_down_Row68
524,disulfiram,MostDILI Drugs,5.4,9.706649499,-0.797527685,IL1a,IL1a,BSK_KF3CT_IL1a_down_Row68
525,griseofulvin,MostDILI Drugs,4.5356,2.037562576,0.550762286,IL1a,IL1a,BSK_KF3CT_IL1a_down_Row68
526,troglitazone,MostDILI Drugs,6.3867,13.40870282,-1.099472783,IL1a,IL1a,BSK_KF3CT_IL1a_down_Row68
527,disulfiram,MostDILI Drugs,5.4,7.515147616,-0.39169400299999996,CXCL10,chemokine ligand 10,BSK_KF3CT_IP10_down_Row38
528,ketoconazole,MostDILI Drugs,7.0,26.23912023,-2.748445747,CXCL10,chemotactic factor,BSK_KF3CT_IP10_down_Row38
529,troglitazone,MostDILI Drugs,6.3867,8.375512935,-0.311399147,CXCL10,chemotactic factor,BSK_KF3CT_IP10_down_Row38
530,pyrimethamine,LessDILIDrugs,3.2889,2.35365781,0.284363219,CCL2,chemotactic factor,BSK_KF3CT_MCP1_down_Row52
531,disulfiram,MostDILI Drugs,5.4,8.211488416,-0.520646003,CCL2,chemotactic factor,BSK_KF3CT_MCP1_down_Row52
532,griseofulvin,MostDILI Drugs,4.5356,0.167410309,0.963089711,CCL2,chemotactic factor,BSK_KF3CT_MCP1_down_Row52
533,ketoconazole,MostDILI Drugs,7.0,21.84583099,-2.120832999,CCL2,chemotactic factor,BSK_KF3CT_MCP1_down_Row52
534,troglitazone,MostDILI Drugs,6.3867,10.76066345,-0.684855003,CCL2,chemotactic factor,BSK_KF3CT_MCP1_down_Row52
535,disulfiram,MostDILI Drugs,5.4,7.850133142000001,-0.45372836,srb,cytotoxicity,BSK_KF3CT_SRB_down_Row50
536,troglitazone,MostDILI Drugs,6.3867,10.687379199999999,-0.6733804940000001,srb,cytotoxicity,BSK_KF3CT_SRB_down_Row50
537,ketoconazole,MostDILI Drugs,7.0,13.31143163,-0.90163309,TGFB1,transforming growth factor beta,BSK_KF3CT_TGFb1_down_Row87
538,disulfiram,MostDILI Drugs,5.4,8.099660344,-0.499937101,TGFB1,transforming growth factor beta,BSK_KF3CT_TGFb1_down_Row87
539,troglitazone,MostDILI Drugs,6.3867,17.42657597,-1.728572811,TGFB1,transforming growth factor beta,BSK_KF3CT_TGFb1_down_Row87
540,ketoconazole,MostDILI Drugs,7.0,25.06578456,-2.580826366,TIMP2,TIMP2 metalloproteinase inhibitor,BSK_KF3CT_TIMP2_down_Row70
541,troglitazone,MostDILI Drugs,6.3867,13.65572345,-1.138150132,TIMP2,TIMP2 metalloproteinase inhibitor,BSK_KF3CT_TIMP2_down_Row70
542,disulfiram,MostDILI Drugs,5.4,9.241140911,-0.7113223909999999,TIMP2,TIMP2 metalloproteinase inhibitor ,BSK_KF3CT_TIMP2_down_Row70
543,disulfiram,MostDILI Drugs,5.4,9.623426031000001,-0.7821159320000001,PLAU,urokinase,BSK_KF3CT_uPA_down_Row45
544,troglitazone,MostDILI Drugs,6.3867,9.199613482,-0.440433006,PLAU,urokinase,BSK_KF3CT_uPA_down_Row45
545,colchicine,AmbiDILIDrugs,0.0163,0.010071855,0.382094785,CD40,CD40,BSK_LPS_CD40_down_Row64
546,fenofibrate,LessDILIDrugs,4.1016,13.46793906,-2.2835817880000002,CD40,CD40,BSK_LPS_CD40_down_Row64
547,acetaminophen,MostDILI Drugs,132.3066,0.010926723999999999,0.999917414,CD40,CD40,BSK_LPS_CD40_down_Row64
548,disulfiram,MostDILI Drugs,5.4,15.87816103,-1.940400191,CD40,CD40,BSK_LPS_CD40_down_Row64
549,ketoconazole,MostDILI Drugs,7.0,17.36585458,-1.4808363690000002,CD40,CD40,BSK_LPS_CD40_down_Row64
550,troglitazone,MostDILI Drugs,6.3867,12.37884587,-0.9382225359999999,CD40,CD40,BSK_LPS_CD40_down_Row64
551,troglitazone,MostDILI Drugs,6.3867,15.83815736,-1.4798655580000002,SELE,E-selectin,BSK_LPS_Eselectin_down_Row81
552,simvastatin,LessDILIDrugs,0.0824,0.010077365999999999,0.877701869,SELE,E-selectin,BSK_LPS_Eselectin_up_Row326
553,disulfiram,MostDILI Drugs,5.4,13.40757553,-1.4828843569999999,IL1a,IL1a,BSK_LPS_IL1a_down_Row152
554,oxytetracycline,AmbiDILIDrugs,3.2578,0.477105358,0.853549832,IL8,IL8,BSK_LPS_IL8_down_Row160
555,disulfiram,MostDILI Drugs,5.4,14.06084175,-1.6038595830000002,IL8,IL8,BSK_LPS_IL8_down_Row160
556,ketoconazole,MostDILI Drugs,7.0,14.57135363,-1.0816219470000001,IL8,IL8,BSK_LPS_IL8_down_Row160
557,fenofibrate,LessDILIDrugs,4.1016,12.9925875,-2.16768761,CCL2,chemotactic factor,BSK_LPS_MCP1_down_Row105
558,disulfiram,MostDILI Drugs,5.4,13.258406099999998,-1.455260389,CCL2,chemotactic factor,BSK_LPS_MCP1_down_Row105
559,ketoconazole,MostDILI Drugs,7.0,27.69781526,-2.956830751,CCL2,chemotactic factor,BSK_LPS_MCP1_down_Row105
560,troglitazone,MostDILI Drugs,6.3867,23.23941191,-2.638719826,CCL2,chemotactic factor,BSK_LPS_MCP1_down_Row105
561,ketoconazole,MostDILI Drugs,7.0,23.06744006,-2.29534858,CSF1,colony stimulating factor,BSK_LPS_MCSF_down_Row141
562,disulfiram,MostDILI Drugs,5.4,15.24873895,-1.823840546,CSF1,colony stimulating factor,BSK_LPS_MCSF_down_Row141
563,indomethacin,MostDILI Drugs,5.5899,0.023785257,0.995744958,PTGER2,prostaglandin E2,BSK_LPS_PGE2_down_Row146
564,aspirin,LessDILIDrugs,5.5229,3.1783400860000004,0.42451609,PTGER2,prostaglandin E2,BSK_LPS_PGE2_down_Row146
565,celecoxib,LessDILIDrugs,1.8328,0.01,0.9945438670000001,PTGER2,prostaglandin E2,BSK_LPS_PGE2_down_Row146
566,ibuprofen,LessDILIDrugs,250.0,1.202607507,0.99518957,PTGER2,prostaglandin E2,BSK_LPS_PGE2_down_Row146
567,acetaminophen,MostDILI Drugs,132.3066,17.69897131,0.866227601,PTGER2,prostaglandin E2,BSK_LPS_PGE2_down_Row146
568,disulfiram,MostDILI Drugs,5.4,14.47538581,-1.6806270019999998,PTGER2,prostaglandin E2,BSK_LPS_PGE2_down_Row146
569,disulfiram,MostDILI Drugs,5.4,24.46530723,-3.53061245,srb,cytotoxicity,BSK_LPS_SRB_down_Row123
570,ketoconazole,MostDILI Drugs,7.0,16.78875892,-1.3983941309999999,srb,cytotoxicity,BSK_LPS_SRB_down_Row123
571,troglitazone,MostDILI Drugs,6.3867,26.63126812,-3.169801011,srb,cytotoxicity,BSK_LPS_SRB_down_Row123
572,chlorambucil,LessDILIDrugs,1.5614,7.660537408,-3.906197904,F3,tissue factor,BSK_LPS_TissueFactor_down_Row147
573,acetaminophen,MostDILI Drugs,132.3066,0.010045395,0.999924075,F3,tissue factor,BSK_LPS_TissueFactor_down_Row147
574,disulfiram,MostDILI Drugs,5.4,23.04291571,-3.267206613,F3,tissue factor,BSK_LPS_TissueFactor_down_Row147
575,oxytetracycline,AmbiDILIDrugs,3.2578,11.27646453,-2.461374096,F3,tissue factor,BSK_LPS_TissueFactor_up_Row310
576,pyrimethamine,LessDILIDrugs,3.2889,7.0348521139999995,-1.138968079,F3,tissue factor,BSK_LPS_TissueFactor_up_Row310
577,simvastatin,LessDILIDrugs,0.0824,0.013980786,0.830330267,F3,tissue factor,BSK_LPS_TissueFactor_up_Row310
578,disulfiram,MostDILI Drugs,5.4,11.91504777,-1.206490328,TNF,TNFa,BSK_LPS_TNFa_down_Row154
579,warfarin,LessDILIDrugs,4.8649,0.87693294,0.8197428640000001,TNF,TNFa,BSK_LPS_TNFa_up_Row521
580,disulfiram,MostDILI Drugs,5.4,21.83274763,-3.043101413,VCAM1,VCAM1,BSK_LPS_VCAM1_down_Row72
581,ketoconazole,MostDILI Drugs,7.0,34.346574600000004,-3.906653514,VCAM1,VCAM1,BSK_LPS_VCAM1_down_Row72
582,nitrofurantoin,MostDILI Drugs,6.0,10.82431487,-0.804052478,VCAM1,VCAM1,BSK_LPS_VCAM1_down_Row72
583,troglitazone,MostDILI Drugs,6.3867,14.08150697,-1.20481735,VCAM1,VCAM1,BSK_LPS_VCAM1_down_Row72
584,colchicine,AmbiDILIDrugs,0.0163,0.016910779,-0.037471104,CD38,CD38,BSK_SAg_CD38_down_Row86
585,fenofibrate,LessDILIDrugs,4.1016,12.545624400000001,-2.058714745,CD38,CD38,BSK_SAg_CD38_down_Row86
586,disulfiram,MostDILI Drugs,5.4,25.07873617,-3.6442104019999997,CD38,CD38,BSK_SAg_CD38_down_Row86
587,ketoconazole,MostDILI Drugs,7.0,14.46717989,-1.066739984,CD38,CD38,BSK_SAg_CD38_down_Row86
588,troglitazone,MostDILI Drugs,6.3867,16.43279363,-1.57297096,CD38,CD38,BSK_SAg_CD38_down_Row86
589,colchicine,AmbiDILIDrugs,0.0163,0.01,0.38650306700000003,CD40,CD40,BSK_SAg_CD40_down_Row57
590,fenofibrate,LessDILIDrugs,4.1016,15.47089625,-2.771917362,CD40,CD40,BSK_SAg_CD40_down_Row57
591,ketoconazole,MostDILI Drugs,7.0,22.62085075,-2.231550107,CD40,CD40,BSK_SAg_CD40_down_Row57
592,nitrofurantoin,MostDILI Drugs,6.0,26.41171489,-3.401952482,CD40,CD40,BSK_SAg_CD40_down_Row57
593,troglitazone,MostDILI Drugs,6.3867,11.37923021,-0.7817073309999999,CD40,CD40,BSK_SAg_CD40_down_Row57
594,colchicine,AmbiDILIDrugs,0.0163,0.047013723,-1.884277485,CD69,CD69,BSK_SAg_CD69_down_Row120
595,fenofibrate,LessDILIDrugs,4.1016,12.85246478,-2.133524668,CD69,CD69,BSK_SAg_CD69_down_Row120
596,disulfiram,MostDILI Drugs,5.4,16.89398924,-2.128516526,CD69,CD69,BSK_SAg_CD69_down_Row120
597,ketoconazole,MostDILI Drugs,7.0,21.78462103,-2.112088719,CD69,CD69,BSK_SAg_CD69_down_Row120
598,troglitazone,MostDILI Drugs,6.3867,25.868494100000003,-3.050369377,CD69,CD69,BSK_SAg_CD69_down_Row120
599,ketoconazole,MostDILI Drugs,7.0,34.05519576,-3.8650279660000004,SELE,E-selectin,BSK_SAg_Eselectin_down_Row145
600,nitrofurantoin,MostDILI Drugs,6.0,8.438058287,-0.406343048,SELE,E-selectin,BSK_SAg_Eselectin_down_Row145
601,progesterone,LessDILIDrugs,0.1927,0.6072828379999999,-2.1514418159999997,SELE,E-selectin,BSK_SAg_Eselectin_up_Row324
602,simvastatin,LessDILIDrugs,0.0824,0.011506033,0.860363677,SELE,E-selectin,BSK_SAg_Eselectin_up_Row324
603,fenofibrate,LessDILIDrugs,4.1016,13.17600267,-2.212405566,IL8,IL8,BSK_SAg_IL8_down_Row153
604,ketoconazole,MostDILI Drugs,7.0,18.55045357,-1.650064796,IL8,IL8,BSK_SAg_IL8_down_Row153
605,oxytetracycline,AmbiDILIDrugs,3.2578,6.840130853,-1.099616567,IL8,IL8,BSK_SAg_IL8_up_Row322
606,simvastatin,LessDILIDrugs,0.0824,0.039766992,0.517390874,IL8,IL8,BSK_SAg_IL8_up_Row322
607,fenofibrate,LessDILIDrugs,4.1016,12.41023238,-2.025705183,CCL2,chemotactic factor,BSK_SAg_MCP1_down_Row114
608,disulfiram,MostDILI Drugs,5.4,23.33548277,-3.3213856980000003,CCL2,chemotactic factor,BSK_SAg_MCP1_down_Row114
